N	 23	 13	 17
	  1	  1	  1	-0.057509246202
	  1	  1	  2	-0.039498666167
	  1	  1	  3	-0.005758976827
	  1	  1	  4	 0.028381385957
	  1	  1	  5	 0.053060742713
	  1	  1	  6	 0.066098401492
	  1	  1	  7	 0.070502799704
	  1	  1	  8	 0.070809638022
	  1	  1	  9	 0.070494569544
	  1	  1	 10	 0.070809638022
	  1	  1	 11	 0.070502799704
	  1	  1	 12	 0.066098401492
	  1	  1	 13	 0.053060742713
	  1	  1	 14	 0.028381385957
	  1	  1	 15	-0.005758976827
	  1	  1	 16	-0.039498666167
	  1	  1	 17	-0.057509246202

	  1	  2	  1	-0.029199808113
	  1	  2	  2	 0.014593463765
	  1	  2	  3	 0.052012562009
	  1	  2	  4	 0.069710172888
	  1	  2	  5	 0.067620802254
	  1	  2	  6	 0.053834953942
	  1	  2	  7	 0.037700519800
	  1	  2	  8	 0.025844202642
	  1	  2	  9	 0.021583655765
	  1	  2	 10	 0.025844202642
	  1	  2	 11	 0.037700519800
	  1	  2	 12	 0.053834953942
	  1	  2	 13	 0.067620802254
	  1	  2	 14	 0.069710172888
	  1	  2	 15	 0.052012562009
	  1	  2	 16	 0.014593463765
	  1	  2	 17	-0.029199808113

	  1	  3	  1	 0.017729472838
	  1	  3	  2	 0.058621633544
	  1	  3	  3	 0.070660897836
	  1	  3	  4	 0.053834953942
	  1	  3	  5	 0.021583655765
	  1	  3	  6	-0.011276657818
	  1	  3	  7	-0.035951127196
	  1	  3	  8	-0.050116293809
	  1	  3	  9	-0.054605232101
	  1	  3	 10	-0.050116293809
	  1	  3	 11	-0.035951127196
	  1	  3	 12	-0.011276657818
	  1	  3	 13	 0.021583655765
	  1	  3	 14	 0.053834953942
	  1	  3	 15	 0.070660897836
	  1	  3	 16	 0.058621633544
	  1	  3	 17	 0.017729472838

	  1	  4	  1	 0.053060742713
	  1	  4	  2	 0.070809638022
	  1	  4	  3	 0.049680995805
	  1	  4	  4	 0.005950721358
	  1	  4	  5	-0.038101190093
	  1	  4	  6	-0.068755103740
	  1	  4	  7	-0.084184774203
	  1	  4	  8	-0.089541147128
	  1	  4	  9	-0.090555585113
	  1	  4	 10	-0.089541147128
	  1	  4	 11	-0.084184774203
	  1	  4	 12	-0.068755103740
	  1	  4	 13	-0.038101190093
	  1	  4	 14	 0.005950721358
	  1	  4	 15	 0.049680995805
	  1	  4	 16	 0.070809638022
	  1	  4	 17	 0.053060742713

	  1	  5	  1	 0.068301610673
	  1	  5	  2	 0.060349038749
	  1	  5	  3	 0.015694196204
	  1	  5	  4	-0.037565003766
	  1	  5	  5	-0.075411914655
	  1	  5	  6	-0.090463076322
	  1	  5	  7	-0.089252627263
	  1	  5	  8	-0.082873601843
	  1	  5	  9	-0.079759081141
	  1	  5	 10	-0.082873601843
	  1	  5	 11	-0.089252627263
	  1	  5	 12	-0.090463076322
	  1	  5	 13	-0.075411914655
	  1	  5	 14	-0.037565003766
	  1	  5	 15	 0.015694196204
	  1	  5	 16	 0.060349038749
	  1	  5	 17	 0.068301610673

	  1	  6	  1	 0.070908460039
	  1	  6	  2	 0.045836354608
	  1	  6	  3	-0.009633218224
	  1	  6	  4	-0.061735473500
	  1	  6	  5	-0.088476040733
	  1	  6	  6	-0.088760790393
	  1	  6	  7	-0.074832743079
	  1	  6	  8	-0.060559830944
	  1	  6	  9	-0.054851612745
	  1	  6	 10	-0.060559830944
	  1	  6	 11	-0.074832743079
	  1	  6	 12	-0.088760790393
	  1	  6	 13	-0.088476040733
