N	 12	 7
	  1	  1	 0.070494569544
	  1	  2	-0.054605232101
	  1	  3	-0.079759081141
	  1	  4	-0.043598628629
	  1	  5	-0.079759081141
	  1	  6	-0.054605232101
	  1	  7	 0.070494569544

	  2	  1	 0.014483328859
	  2	  2	-0.080344333237
	  2	  3	 0.074337249080
	  2	  4	 0.120821076718
	  2	  5	 0.074337249080
	  2	  6	-0.080344333237
	  2	  7	 0.014483328859

	  3	  1	-0.065215916846
	  3	  2	 0.035483592749
	  3	  3	 0.101856370127
	  3	  4	-0.000402499006
	  3	  5	 0.101856370127
	  3	  6	 0.035483592749
	  3	  7	-0.065215916846

	  4	  1	-0.091144661832
	  4	  2	 0.124817938084
	  4	  3	-0.118525803546
	  4	  4	-0.217227951278
	  4	  5	-0.118525803546
	  4	  6	 0.124817938084
	  4	  7	-0.091144661832

	  5	  1	-0.070481917341
	  5	  2	 0.103406189888
	  5	  3	-0.210625021657
	  5	  4	 0.161555129492
	  5	  5	-0.210625021657
	  5	  6	 0.103406189888
	  5	  7	-0.070481917341

	  6	  1	-0.047089740773
	  6	  2	 0.052687973838
	  6	  3	-0.077776463470
	  6	  4	 0.871125992228
	  6	  5	-0.077776463470
	  6	  6	 0.052687973838
	  6	  7	-0.047089740773

	  7	  1	-0.047089740773
	  7	  2	 0.052687973838
	  7	  3	-0.077776463470
	  7	  4	 0.871125992228
	  7	  5	-0.077776463470
	  7	  6	 0.052687973838
	  7	  7	-0.047089740773

	  8	  1	-0.070481917341
	  8	  2	 0.103406189888
	  8	  3	-0.210625021657
	  8	  4	 0.161555129492
	  8	  5	-0.210625021657
	  8	  6	 0.103406189888
	  8	  7	-0.070481917341

	  9	  1	-0.091144661832
	  9	  2	 0.124817938084
	  9	  3	-0.118525803546
	  9	  4	-0.217227951278
	  9	  5	-0.118525803546
	  9	  6	 0.124817938084
	  9	  7	-0.091144661832

	 10	  1	-0.065215916846
	 10	  2	 0.035483592749
	 10	  3	 0.101856370127
	 10	  4	-0.000402499006
	 10	  5	 0.101856370127
	 10	  6	 0.035483592749
	 10	  7	-0.065215916846

	 11	  1	 0.014483328859
	 11	  2	-0.080344333237
	 11	  3	 0.074337249080
	 11	  4	 0.120821076718
	 11	  5	 0.074337249080
	 11	  6	-0.080344333237
	 11	  7	 0.014483328859

	 12	  1	 0.070494569544
	 12	  2	-0.054605232101
	 12	  3	-0.079759081141
	 12	  4	-0.043598628629
	 12	  5	-0.079759081141
	 12	  6	-0.054605232101
	 12	  7	 0.070494569544

